"Sales ID";"Sales Amount (USD)";"Cost Price (USD)";"Region";"Conversion Rate (%)";"Sessions";"Views";"Follow-ups";"Closed Deal?";"Customer Feedback";"Customer Plan";"Customer Rating";"Sales Date";"Customer ID";"Channel ID";"Product ID";"Sales Rep ID";"Campaign ID";"Lead Source ID";"Country ID"
"S1031";413;144;"South America";22;8;93;4;"Yes";"Responsive sales team";"Basic";6;"2023-02-15";814;1;13;2;2;3;2
"S1032";1353;1084;"Asia";8;16;49;2;"Yes";"Satisfied with product";"Basic";7;"2023-12-09";178;1;7;7;4;3;11
"S1033";440;310;"North America";28;9;88;5;"Yes";"Highly satisfied";"Basic";10;"2024-04-24";304;1;10;6;1;3;5
"S1034";958;838;"Asia";20;16;82;5;"Yes";"Responsive sales team";"Basic";3;"2024-01-17";342;1;3;7;1;4;1
"S1035";372;307;"Asia";15;17;71;1;"Yes";"Excellent service";"Basic";2;"2022-09-25";815;1;10;5;4;2;1
"S1036";486;214;"Asia";18;5;98;2;"Yes";"Fast delivery";"Basic";9;"2022-05-17";816;1;2;3;5;1;3
"S1037";525;293;"North America";28;13;49;1;"Yes";"Highly satisfied";"Basic";9;"2023-06-29";817;1;15;6;2;4;10
"S1038";1140;944;"North America";8;7;43;2;"Yes";"Great customer support";"Basic";5;"2023-03-14";818;2;14;3;2;2;3
"S1039";1284;1140;"Asia";5;18;70;3;"Yes";"Responsive sales team";"Basic";5;"2022-04-13";85;2;12;1;2;2;9
"S1040";394;342;"Asia";10;9;33;2;"Yes";"Product not available";"Basic";7;"2024-04-08";819;2;6;3;3;5;2
"S1041";1069;778;"Europe";7;6;35;4;"Yes";"Highly satisfied";"Basic";10;"2023-07-10";820;1;8;3;4;4;11
"S1042";582;526;"Asia";8;6;27;3;"Yes";"Price too high";"Basic";5;"2022-04-29";549;1;3;3;2;2;10
"S1043";1457;1364;"South America";18;5;63;3;"Yes";"Responsive sales team";"Basic";5;"2023-01-11";465;1;5;6;5;4;9
"S1044";938;733;"North America";29;10;84;5;"Yes";"Highly satisfied";"Basic";5;"2023-06-27";96;1;4;7;3;4;9
"S1045";1344;1054;"Europe";13;8;92;1;"Yes";"Excellent service";"Basic";7;"2023-04-23";299;1;5;6;4;3;9
"S1046";705;461;"South America";25;10;60;2;"Yes";"Price too high";"Basic";8;"2022-09-14";722;1;15;7;1;1;4
"S1047";643;443;"Europe";28;14;61;3;"Yes";"Price too high";"Basic";10;"2024-06-05";350;2;8;7;4;5;1
"S1048";1379;1209;"South America";8;5;34;2;"Yes";"Highly satisfied";"Basic";8;"2023-11-06";821;1;10;1;5;5;11
"S1049";260;-8;"Europe";6;13;76;1;"Yes";"Satisfied with product";"Basic";1;"2022-09-30";106;1;8;5;5;4;1
"S1050";248;136;"North America";14;17;69;5;"Yes";"Responsive sales team";"Basic";7;"2023-12-13";822;1;13;8;4;2;10
"S1051";764;634;"Europe";25;11;22;2;"Yes";"Highly satisfied";"Basic";8;"2023-12-19";719;1;13;1;4;1;5
"S1052";545;279;"Europe";25;13;76;4;"Yes";"Highly satisfied";"Basic";8;"2022-11-07";361;1;8;3;1;1;9
"S1053";1428;1302;"North America";11;7;45;5;"Yes";"Excellent service";"Basic";4;"2024-01-06";823;1;15;2;4;4;4
"S1054";713;498;"Asia";9;7;34;5;"No";"Satisfied with product";"Basic";1;"2022-12-25";151;1;14;2;1;5;10
"S1055";991;784;"North America";5;7;25;4;"Yes";"Great customer support";"Basic";9;"2022-11-24";824;2;9;2;5;4;1
"S1056";624;427;"Europe";30;11;73;5;"Yes";"Price too high";"Basic";10;"2022-11-30";825;1;12;2;5;4;5
"S1057";752;479;"Asia";21;5;32;1;"Yes";"Satisfied with product";"Basic";5;"2023-02-18";826;1;4;3;3;1;1
"S1058";429;375;"South America";10;19;90;4;"Yes";"Responsive sales team";"Basic";3;"2022-03-21";787;2;12;5;3;3;11
"S1059";845;780;"North America";23;14;90;3;"Yes";"Fast delivery";"Basic";8;"2024-05-23";827;1;1;1;3;1;10
"S1060";696;554;"Europe";29;19;20;4;"Yes";"Great customer support";"Basic";4;"2024-03-20";828;1;12;3;2;1;1
"S1061";1048;857;"Europe";10;14;53;5;"Yes";"Highly satisfied";"Basic";2;"2022-06-22";303;2;4;1;2;1;11
"S1062";344;263;"Asia";18;14;54;3;"No";"Great customer support";"Basic";8;"2023-02-17";829;2;1;4;5;2;9
"S1063";665;612;"Europe";22;8;31;5;"Yes";"Great customer support";"Basic";6;"2022-08-24";830;1;9;4;4;2;2
"S1064";1375;1213;"Europe";10;11;25;5;"Yes";"Satisfied with product";"Basic";10;"2022-08-05";831;1;3;7;1;3;5
"S1065";718;654;"North America";8;14;33;3;"Yes";"Price too high";"Basic";2;"2024-04-29";322;1;14;7;2;3;2
"S1066";1076;922;"North America";13;8;40;4;"No";"Great customer support";"Basic";5;"2023-03-02";111;1;13;7;1;5;2
"S1067";1451;1156;"Europe";10;11;64;3;"Yes";"Excellent service";"Basic";9;"2023-05-14";337;2;14;7;3;3;5
"S1068";603;516;"Asia";25;13;70;4;"Yes";"Highly satisfied";"Basic";1;"2022-02-05";616;2;3;3;3;5;9
"S1069";426;183;"North America";17;11;92;2;"Yes";"Highly satisfied";"Basic";1;"2022-11-14";266;1;4;8;3;5;9
"S1070";949;672;"Asia";21;20;31;2;"Yes";"Price too high";"Basic";5;"2022-12-03";832;1;10;2;2;2;3
"S1071";1463;1258;"Europe";29;6;26;1;"No";"Product not available";"Basic";8;"2023-03-20";685;2;7;8;3;1;3
"S1072";1461;1397;"North America";27;18;85;5;"Yes";"Fast delivery";"Basic";6;"2022-08-31";833;1;9;7;4;2;3
"S1073";414;160;"South America";11;6;93;4;"No";"Satisfied with product";"Basic";2;"2024-01-25";147;1;7;8;1;3;9
"S1074";522;284;"Asia";22;19;35;5;"Yes";"Product not available";"Basic";9;"2023-12-06";834;1;6;6;2;1;9
"S1075";1228;1095;"Europe";11;6;94;3;"No";"Product not available";"Basic";4;"2024-01-24";394;1;6;4;1;1;1
"S1076";618;546;"Europe";14;6;79;1;"Yes";"Excellent service";"Basic";8;"2022-01-12";658;2;1;1;3;4;9
"S1077";617;430;"Europe";26;19;36;1;"Yes";"Price too high";"Basic";9;"2022-08-27";835;2;1;1;1;4;11
"S1078";1297;1245;"North America";28;14;65;4;"Yes";"Satisfied with product";"Basic";5;"2024-03-31";836;1;9;8;3;1;3
"S1079";1202;1037;"North America";22;13;79;5;"Yes";"Product not available";"Basic";1;"2024-03-15";837;2;2;4;5;4;4
"S1080";623;410;"Asia";6;15;58;2;"Yes";"Great customer support";"Basic";4;"2023-10-01";838;2;2;2;1;4;1
"S1081";778;587;"North America";6;7;91;4;"Yes";"Price too high";"Basic";8;"2022-08-21";839;2;14;2;4;2;5
"S1082";1329;1192;"South America";18;6;51;3;"Yes";"Excellent service";"Basic";3;"2023-05-18";840;2;9;2;5;3;5
"S1083";995;741;"Asia";6;20;30;2;"No";"Product not available";"Basic";7;"2023-03-23";647;1;13;7;1;5;3
"S1084";1380;1120;"Europe";28;10;21;3;"No";"Excellent service";"Basic";10;"2024-05-13";841;1;5;7;5;1;5
"S1085";1240;1179;"North America";17;13;25;3;"Yes";"Fast delivery";"Basic";2;"2023-06-01";842;2;8;2;1;4;1
"S1086";1352;1086;"Europe";27;19;41;4;"Yes";"Highly satisfied";"Basic";8;"2022-08-02";769;1;13;3;1;1;11
"S1087";952;865;"South America";6;15;94;4;"No";"Excellent service";"Basic";5;"2024-04-24";843;2;6;4;1;1;11
"S1088";1193;1005;"North America";11;6;89;3;"Yes";"Satisfied with product";"Basic";6;"2022-11-23";478;1;13;5;5;2;9
"S1089";393;172;"Europe";17;17;54;2;"Yes";"Product not available";"Basic";5;"2023-08-24";491;1;4;5;3;2;4
"S1090";466;303;"North America";22;15;75;2;"No";"Great customer support";"Basic";7;"2024-01-05";844;1;10;3;3;3;9
"S1091";965;840;"Europe";26;19;45;5;"Yes";"Excellent service";"Basic";2;"2024-01-06";845;1;7;6;2;2;9
"S1092";151;68;"North America";29;7;89;1;"Yes";"Highly satisfied";"Basic";2;"2022-10-07";831;1;12;8;3;5;2
"S1093";373;79;"North America";27;16;68;5;"No";"Satisfied with product";"Basic";2;"2023-09-06";488;2;10;5;5;5;11
"S1094";1019;735;"Europe";11;6;75;3;"Yes";"Great customer support";"Basic";9;"2023-11-02";846;1;10;8;1;2;4
"S1095";339;76;"North America";29;12;91;3;"Yes";"Excellent service";"Basic";1;"2024-08-05";847;1;14;3;4;5;4
"S1096";1396;1232;"South America";18;13;50;1;"Yes";"Highly satisfied";"Basic";8;"2023-12-03";457;2;3;2;1;2;3
"S1097";678;614;"Asia";21;20;81;3;"Yes";"Product not available";"Basic";4;"2023-09-07";848;1;8;2;5;2;11
"S1098";861;618;"South America";7;5;85;1;"Yes";"Fast delivery";"Basic";6;"2024-02-04";220;1;9;4;4;2;1
"S1099";635;367;"South America";21;7;78;1;"Yes";"Highly satisfied";"Basic";10;"2023-06-24";849;1;10;3;3;2;4
"S1100";1168;1046;"North America";7;9;71;4;"No";"Product not available";"Basic";6;"2022-07-25";850;1;6;5;3;1;5
"S1101";1149;1035;"South America";8;7;55;5;"Yes";"Fast delivery";"Basic";2;"2024-08-03";851;2;11;1;2;1;5
"S1102";941;642;"South America";12;13;41;3;"Yes";"Satisfied with product";"Basic";9;"2023-03-01";852;1;13;1;5;5;4
"S1103";278;14;"Asia";22;5;79;3;"Yes";"Satisfied with product";"Basic";4;"2022-08-27";674;1;5;5;3;5;5
"S1104";892;687;"North America";27;9;33;4;"Yes";"Product not available";"Basic";5;"2023-10-08";853;1;12;2;3;3;2
"S1105";1071;947;"Asia";11;18;78;4;"Yes";"Responsive sales team";"Basic";6;"2023-02-12";213;1;7;4;4;1;5
"S1106";858;564;"Europe";27;15;22;5;"Yes";"Great customer support";"Basic";1;"2023-02-24";38;2;2;8;1;5;1
"S1107";1250;956;"North America";25;8;40;1;"Yes";"Excellent service";"Basic";6;"2023-01-15";854;1;15;4;3;5;10
"S1108";854;723;"North America";26;19;86;5;"No";"Product not available";"Basic";4;"2022-08-14";855;1;1;7;3;1;2
"S1109";377;271;"Asia";11;12;72;4;"Yes";"Highly satisfied";"Basic";5;"2024-08-30";856;1;10;6;4;2;11
"S1110";1369;1270;"South America";13;16;46;3;"Yes";"Product not available";"Basic";8;"2023-12-30";857;1;6;4;5;3;11
"S1111";705;614;"Asia";13;19;20;3;"Yes";"Price too high";"Basic";2;"2024-07-07";858;1;12;4;1;5;4
"S1112";855;772;"Europe";22;17;49;5;"Yes";"Great customer support";"Basic";5;"2024-07-17";859;1;3;2;2;5;3
"S1113";734;646;"Asia";17;17;87;4;"Yes";"Highly satisfied";"Basic";2;"2024-06-04";860;1;7;8;5;4;9
"S1114";968;730;"Europe";29;10;64;1;"Yes";"Responsive sales team";"Basic";3;"2024-04-12";861;1;3;2;5;2;1
"S1115";851;731;"South America";21;6;97;3;"Yes";"Satisfied with product";"Basic";10;"2023-10-17";862;2;14;5;1;1;4
"S1116";688;469;"Asia";16;19;49;1;"Yes";"Great customer support";"Basic";2;"2022-10-20";863;1;7;8;4;2;3
"S1117";977;892;"North America";8;14;100;1;"Yes";"Highly satisfied";"Basic";3;"2023-07-18";864;1;13;1;5;2;2
"S1118";292;220;"North America";7;9;88;5;"No";"Excellent service";"Basic";4;"2023-12-03";865;2;12;6;1;1;11
"S1119";211;-68;"Europe";19;10;56;2;"No";"Satisfied with product";"Basic";9;"2022-10-23";447;1;15;1;4;3;3
"S1120";523;435;"South America";12;13;92;5;"Yes";"Great customer support";"Basic";1;"2023-11-11";261;2;1;3;4;1;5
"S1121";764;568;"North America";17;17;99;5;"Yes";"Great customer support";"Basic";8;"2024-08-24";185;2;13;7;3;2;3
"S1122";856;741;"Europe";22;19;83;4;"Yes";"Highly satisfied";"Basic";5;"2022-04-15";168;2;10;6;2;4;4
"S1123";509;255;"North America";25;17;98;3;"No";"Fast delivery";"Basic";4;"2023-12-13";151;2;6;5;2;4;2
"S1124";200;-35;"North America";12;16;55;4;"Yes";"Responsive sales team";"Basic";3;"2022-01-29";647;1;15;3;4;1;1
"S1125";1217;945;"Asia";25;5;80;5;"Yes";"Excellent service";"Basic";10;"2022-01-11";866;1;6;3;2;1;3
"S1126";620;375;"Europe";19;14;21;4;"Yes";"Satisfied with product";"Basic";10;"2023-08-16";867;2;13;2;1;1;1
"S1127";1008;924;"Asia";5;17;91;5;"Yes";"Price too high";"Basic";5;"2022-03-27";868;1;13;2;1;5;1
"S1128";1288;1202;"Asia";20;9;65;1;"Yes";"Great customer support";"Basic";6;"2022-01-04";869;1;12;6;1;3;4
"S1129";782;497;"Europe";6;18;90;5;"Yes";"Fast delivery";"Basic";9;"2023-06-05";420;1;7;1;1;1;4
"S1130";1310;1260;"North America";20;13;37;5;"No";"Great customer support";"Basic";4;"2022-11-30";740;1;10;3;5;2;9
"S1131";334;222;"Asia";8;17;21;2;"Yes";"Great customer support";"Basic";9;"2022-04-25";870;2;6;2;3;1;11
"S1132";651;420;"Europe";19;17;70;2;"Yes";"Responsive sales team";"Basic";10;"2022-10-23";871;1;9;4;5;4;10
"S1133";492;259;"Europe";26;18;94;2;"Yes";"Satisfied with product";"Basic";1;"2022-01-15";872;1;13;6;4;4;1
"S1134";705;429;"North America";15;16;93;2;"No";"Highly satisfied";"Basic";4;"2023-10-28";873;1;5;1;1;3;5
"S1135";731;610;"South America";11;17;79;3;"Yes";"Highly satisfied";"Basic";9;"2022-06-19";829;1;1;8;3;3;10
"S1136";692;561;"South America";10;14;76;5;"No";"Satisfied with product";"Basic";3;"2024-03-12";543;2;15;3;5;2;3
"S1137";378;323;"Europe";11;20;84;1;"Yes";"Fast delivery";"Basic";3;"2022-12-19";849;1;15;3;2;1;4
"S1138";1391;1295;"South America";15;8;95;5;"Yes";"Highly satisfied";"Basic";6;"2023-11-09";874;1;1;5;3;3;4
"S1139";1372;1308;"Europe";18;10;77;2;"Yes";"Satisfied with product";"Basic";9;"2022-02-26";875;1;14;5;5;2;9
"S1140";252;-41;"North America";18;10;51;1;"Yes";"Fast delivery";"Basic";5;"2023-11-26";876;1;1;3;4;4;3
"S1141";646;417;"Europe";28;17;64;1;"No";"Product not available";"Basic";1;"2023-02-07";877;1;11;1;5;1;4
"S1142";1381;1166;"Asia";15;19;93;4;"Yes";"Highly satisfied";"Basic";8;"2024-02-08";878;1;3;2;3;2;3
"S1143";1027;895;"North America";5;17;94;4;"Yes";"Great customer support";"Basic";4;"2024-05-10";879;1;8;5;1;5;4
"S1144";800;514;"North America";24;14;30;2;"Yes";"Satisfied with product";"Basic";10;"2024-02-24";166;1;6;6;5;3;11
"S1145";816;638;"North America";11;20;39;4;"Yes";"Satisfied with product";"Basic";3;"2022-01-15";880;1;15;7;4;4;2
"S1146";254;106;"Asia";9;13;99;1;"No";"Product not available";"Basic";10;"2024-03-22";233;1;7;2;2;3;1
"S1147";1161;988;"Asia";30;8;73;3;"Yes";"Excellent service";"Basic";1;"2023-02-26";881;2;4;1;1;4;2
"S1148";1402;1347;"North America";12;8;81;5;"Yes";"Great customer support";"Basic";5;"2023-06-02";882;1;14;3;1;4;10
"S1149";586;501;"South America";29;11;42;1;"Yes";"Excellent service";"Basic";1;"2024-04-10";92;2;2;8;1;2;10
"S1150";1273;1087;"South America";12;8;58;3;"Yes";"Satisfied with product";"Basic";7;"2023-09-24";632;2;15;3;4;4;10
"S1151";647;452;"North America";14;17;88;4;"Yes";"Excellent service";"Basic";3;"2024-07-04";847;1;1;8;3;3;2
"S1152";644;557;"North America";7;18;69;2;"No";"Highly satisfied";"Basic";10;"2023-05-25";275;2;15;4;5;1;1
"S1153";474;255;"Europe";27;14;25;2;"Yes";"Product not available";"Basic";4;"2023-09-29";836;2;12;5;1;1;1
"S1154";281;86;"Asia";14;14;67;5;"Yes";"Excellent service";"Basic";9;"2023-01-05";666;2;9;5;2;5;1
"S1155";274;181;"Europe";14;19;90;1;"Yes";"Great customer support";"Basic";10;"2023-10-03";818;2;11;8;2;4;10
"S1156";831;579;"Europe";16;18;26;3;"Yes";"Fast delivery";"Basic";2;"2024-08-08";883;1;13;6;4;5;1
"S1157";1362;1219;"North America";9;6;30;2;"Yes";"Highly satisfied";"Basic";2;"2022-02-16";884;1;11;3;1;3;4
"S1158";306;185;"Europe";27;15;41;2;"No";"Product not available";"Basic";3;"2023-07-01";749;1;10;8;4;3;10
"S1159";1265;1160;"South America";10;14;44;5;"Yes";"Fast delivery";"Basic";7;"2022-01-09";100;1;5;2;2;4;5
"S1160";847;751;"Asia";30;11;26;4;"Yes";"Price too high";"Basic";2;"2022-12-24";278;1;11;4;1;3;11
"S1161";751;483;"North America";26;11;55;2;"Yes";"Product not available";"Basic";5;"2023-07-07";885;2;2;4;5;5;3
"S1162";1033;784;"Europe";24;20;43;1;"Yes";"Highly satisfied";"Basic";5;"2022-11-23";886;2;8;3;4;5;4
"S1163";1146;1042;"North America";26;17;28;1;"Yes";"Satisfied with product";"Basic";8;"2022-11-07";292;2;14;1;4;2;3
"S1164";832;538;"North America";28;15;80;4;"Yes";"Great customer support";"Basic";9;"2024-06-08";609;1;15;5;5;1;9
"S1165";710;449;"Europe";25;19;50;2;"Yes";"Satisfied with product";"Basic";5;"2023-08-20";887;2;9;5;5;2;4
"S1166";451;341;"North America";5;10;84;2;"Yes";"Responsive sales team";"Basic";7;"2022-08-18";888;2;2;5;3;5;11
"S1167";1064;979;"South America";20;9;88;4;"Yes";"Excellent service";"Basic";1;"2022-07-13";666;1;1;5;1;2;4
"S1168";1300;1110;"South America";9;11;33;1;"Yes";"Great customer support";"Basic";8;"2023-10-15";34;1;8;1;4;5;10
"S1169";1162;992;"North America";13;18;72;1;"Yes";"Responsive sales team";"Basic";8;"2024-04-22";889;2;6;7;2;5;3
"S1170";1467;1332;"Europe";5;12;74;1;"Yes";"Responsive sales team";"Basic";8;"2024-04-08";662;1;11;4;1;3;11
"S1171";615;527;"Asia";20;19;62;4;"Yes";"Price too high";"Basic";5;"2023-10-25";867;1;1;4;5;2;4
"S1172";1067;985;"North America";19;6;50;5;"Yes";"Satisfied with product";"Basic";2;"2022-08-07";890;1;10;3;4;3;4
"S1173";209;-56;"North America";12;10;21;5;"Yes";"Highly satisfied";"Basic";6;"2023-04-12";762;1;11;3;1;1;9
"S1174";522;457;"Europe";26;9;46;3;"Yes";"Great customer support";"Basic";2;"2022-04-27";891;2;14;6;5;4;5
"S1175";847;659;"Europe";24;5;39;5;"No";"Responsive sales team";"Basic";4;"2024-02-12";62;1;15;8;3;2;9
"S1176";676;513;"Europe";14;17;62;3;"Yes";"Excellent service";"Basic";8;"2022-01-12";892;1;7;8;2;4;4
"S1177";1384;1255;"Europe";25;14;21;1;"Yes";"Product not available";"Basic";6;"2022-06-13";742;1;5;6;4;1;9
"S1178";742;649;"North America";23;7;82;2;"No";"Fast delivery";"Basic";8;"2024-05-22";216;2;8;6;3;5;10
"S1179";244;58;"Europe";6;18;86;2;"Yes";"Excellent service";"Basic";6;"2022-10-22";893;2;8;4;5;4;5
"S1180";316;109;"North America";7;6;38;1;"No";"Excellent service";"Basic";9;"2023-09-14";823;1;4;7;5;1;4
"S1181";561;274;"Asia";21;15;81;5;"Yes";"Fast delivery";"Basic";7;"2024-08-24";894;2;4;4;1;2;1
"S1182";659;386;"North America";26;18;72;1;"Yes";"Great customer support";"Basic";8;"2023-03-04";895;1;9;4;2;5;2
"S1183";455;206;"South America";21;14;26;1;"Yes";"Responsive sales team";"Basic";10;"2022-11-16";27;1;10;4;5;4;10
"S1184";176;42;"North America";5;11;76;1;"No";"Fast delivery";"Basic";10;"2022-04-15";433;1;10;6;3;4;5
"S1185";343;270;"Asia";26;10;91;5;"Yes";"Product not available";"Basic";8;"2024-01-14";896;1;11;1;4;4;4
"S1186";154;72;"North America";7;5;69;5;"Yes";"Great customer support";"Basic";4;"2023-03-25";658;1;4;4;2;5;1
"S1187";788;561;"Asia";13;17;99;3;"Yes";"Highly satisfied";"Basic";10;"2023-03-03";897;1;8;5;3;1;9
"S1188";1109;1059;"Europe";30;17;37;4;"Yes";"Responsive sales team";"Basic";2;"2022-10-29";898;2;2;4;5;5;4
"S1189";1127;845;"North America";11;18;62;1;"Yes";"Great customer support";"Basic";6;"2023-08-20";899;2;12;5;2;4;2
"S1190";580;441;"Europe";10;15;83;3;"Yes";"Great customer support";"Basic";1;"2023-10-22";900;1;11;4;2;1;11
"S1191";943;646;"Asia";8;17;89;2;"No";"Highly satisfied";"Basic";5;"2024-02-01";901;1;1;8;4;3;5
"S1192";1025;933;"Europe";11;16;85;2;"No";"Excellent service";"Basic";4;"2022-12-02";524;2;2;2;3;4;2
"S1193";562;418;"North America";26;5;88;3;"No";"Great customer support";"Basic";3;"2022-03-11";902;1;2;2;1;3;9
"S1194";192;-39;"Europe";14;7;43;1;"Yes";"Fast delivery";"Basic";10;"2023-03-07";903;2;10;1;2;1;11
"S1195";574;307;"South America";12;15;75;3;"Yes";"Price too high";"Basic";7;"2023-03-09";904;1;7;5;5;4;2
"S1196";993;753;"North America";11;20;54;3;"Yes";"Satisfied with product";"Basic";6;"2023-09-17";681;1;1;4;1;3;3
"S1197";156;-67;"North America";18;12;65;1;"Yes";"Product not available";"Basic";10;"2022-01-05";905;1;11;8;5;4;3
"S1198";1362;1147;"Asia";20;18;99;1;"Yes";"Highly satisfied";"Basic";7;"2024-07-31";906;2;4;8;3;3;2
"S1199";550;352;"South America";16;13;20;1;"Yes";"Satisfied with product";"Basic";6;"2022-06-11";282;1;14;8;2;1;1
"S1200";463;228;"North America";27;5;56;5;"Yes";"Excellent service";"Basic";2;"2023-12-17";907;2;5;6;2;3;1
"S1201";1414;1126;"North America";18;5;97;4;"Yes";"Fast delivery";"Basic";5;"2024-06-29";734;1;15;4;4;1;4
"S1202";837;607;"Asia";22;9;24;3;"No";"Product not available";"Basic";5;"2022-11-10";862;2;4;2;4;2;1
"S1203";1480;1363;"North America";25;19;92;3;"Yes";"Satisfied with product";"Basic";7;"2023-09-12";908;2;4;6;2;5;4
"S1204";1405;1306;"South America";19;15;76;5;"Yes";"Satisfied with product";"Basic";2;"2024-02-02";909;1;15;1;1;3;3
"S1205";1320;1234;"Europe";25;13;96;2;"Yes";"Product not available";"Basic";5;"2024-07-23";910;1;3;2;4;2;3
"S1206";1335;1213;"Europe";14;13;86;2;"Yes";"Product not available";"Basic";7;"2023-05-24";407;1;8;4;1;3;9
"S1207";967;714;"Asia";9;12;71;4;"Yes";"Fast delivery";"Basic";6;"2024-08-12";911;1;8;8;4;2;5
"S1208";834;633;"South America";11;14;56;4;"Yes";"Great customer support";"Basic";7;"2023-08-13";730;1;3;3;4;2;9
"S1209";960;832;"Asia";12;15;42;5;"Yes";"Responsive sales team";"Basic";6;"2023-04-14";912;1;10;3;1;1;2
"S1210";1150;931;"Europe";6;16;70;3;"Yes";"Fast delivery";"Basic";2;"2022-04-26";145;2;3;5;3;5;10
"S1211";887;722;"South America";16;20;29;2;"No";"Excellent service";"Basic";3;"2023-03-11";99;1;15;3;3;2;1
"S1212";1277;1036;"Asia";5;10;38;2;"Yes";"Great customer support";"Basic";7;"2023-06-21";913;2;2;7;1;3;4
"S1213";963;777;"North America";24;14;100;4;"No";"Fast delivery";"Basic";5;"2024-01-12";488;2;13;4;4;2;9
"S1214";597;337;"North America";7;6;74;5;"No";"Excellent service";"Basic";9;"2022-08-26";669;1;10;8;4;3;4
"S1215";858;591;"Europe";11;7;80;4;"Yes";"Fast delivery";"Basic";10;"2022-05-26";73;1;3;6;5;3;2
"S1216";1205;1136;"Europe";8;17;69;3;"No";"Product not available";"Basic";2;"2024-07-03";873;1;11;7;5;4;11
"S1217";236;13;"Europe";23;10;74;1;"Yes";"Highly satisfied";"Basic";5;"2022-09-08";480;1;10;1;3;5;3
"S1218";654;557;"North America";16;6;100;1;"Yes";"Fast delivery";"Basic";3;"2023-04-29";914;1;3;3;3;5;9
"S1219";648;515;"Europe";27;14;20;3;"No";"Excellent service";"Basic";7;"2022-03-04";437;2;4;2;2;3;9
"S1220";1024;904;"Asia";21;14;70;3;"No";"Great customer support";"Basic";5;"2022-08-01";915;2;7;3;5;1;3
"S1221";419;145;"Europe";12;17;82;4;"Yes";"Excellent service";"Basic";7;"2023-05-25";916;1;1;2;2;2;5
"S1222";884;686;"North America";14;19;51;4;"Yes";"Excellent service";"Basic";7;"2023-05-05";512;1;1;6;4;2;5
"S1223";1480;1429;"Asia";6;15;95;2;"Yes";"Fast delivery";"Basic";9;"2024-05-24";406;1;1;4;3;2;1
"S1224";384;193;"Asia";14;8;45;5;"Yes";"Responsive sales team";"Basic";7;"2024-05-05";917;1;15;8;3;5;10
"S1225";371;283;"North America";15;15;73;3;"Yes";"Highly satisfied";"Basic";4;"2024-08-22";831;1;1;3;5;3;11
"S1226";821;638;"Europe";25;5;83;4;"Yes";"Responsive sales team";"Premium";8;"2024-02-02";918;1;14;4;4;3;5
"S1227";241;53;"North America";5;6;85;3;"Yes";"Satisfied with product";"Premium";10;"2024-08-11";919;1;12;5;1;1;1
"S1228";440;333;"Europe";26;15;83;4;"Yes";"Satisfied with product";"Basic";5;"2022-02-04";155;1;1;7;4;5;4
"S1229";154;-58;"South America";13;9;43;1;"Yes";"Great customer support";"Basic";5;"2023-01-19";841;1;12;2;5;1;9
"S1230";1467;1198;"South America";24;13;62;3;"No";"Fast delivery";"Basic";7;"2023-12-18";310;1;14;7;2;4;4
"S1231";594;400;"Asia";10;20;32;1;"Yes";"Responsive sales team";"Premium";4;"2023-04-10";329;1;10;2;2;5;4
"S1232";639;431;"North America";23;5;26;1;"Yes";"Responsive sales team";"Premium";6;"2022-02-17";38;2;8;3;3;3;9
"S1233";1105;930;"Asia";28;19;70;2;"Yes";"Responsive sales team";"Premium";6;"2022-11-15";920;1;6;8;3;1;5
"S1234";292;-8;"Asia";30;5;43;4;"Yes";"Highly satisfied";"Premium";7;"2022-05-03";788;2;11;4;1;1;4
"S1235";1006;948;"Europe";15;8;22;3;"Yes";"Price too high";"Premium";5;"2022-08-12";584;1;8;5;2;2;2
"S1236";245;77;"North America";26;14;30;5;"Yes";"Great customer support";"Basic";2;"2022-11-23";465;1;14;4;5;2;11
"S1237";151;-58;"Asia";22;9;87;2;"No";"Highly satisfied";"Premium";5;"2023-04-25";921;1;9;6;4;5;9
"S1238";961;756;"South America";26;11;52;2;"Yes";"Price too high";"Basic";1;"2022-06-04";922;2;15;6;1;4;1
"S1239";647;360;"South America";29;17;94;2;"Yes";"Highly satisfied";"Basic";6;"2024-02-02";923;2;3;3;4;1;5
"S1240";1210;960;"North America";19;17;45;5;"No";"Responsive sales team";"Premium";7;"2023-04-29";635;2;12;3;2;2;4
"S1241";991;812;"Asia";26;19;54;1;"Yes";"Great customer support";"Basic";6;"2022-05-21";145;2;1;6;2;5;9
"S1242";508;354;"Europe";30;16;86;3;"Yes";"Satisfied with product";"Basic";1;"2023-10-24";924;1;1;8;1;4;9
"S1243";1238;1047;"Asia";11;5;57;4;"Yes";"Highly satisfied";"Basic";1;"2024-05-21";300;1;12;6;1;2;11
"S1244";1214;1107;"Asia";20;11;51;5;"Yes";"Product not available";"Basic";8;"2022-08-19";925;2;11;8;5;4;1
"S1245";588;431;"Europe";8;17;88;3;"Yes";"Great customer support";"Basic";5;"2023-06-27";926;2;8;2;4;1;4
"S1246";542;399;"South America";22;15;67;3;"No";"Price too high";"Basic";10;"2024-02-14";927;1;15;6;3;1;9
"S1247";1021;868;"South America";6;11;29;1;"No";"Responsive sales team";"Premium";7;"2022-12-13";928;1;15;3;4;3;3
"S1248";442;284;"Europe";13;14;53;2;"Yes";"Product not available";"Basic";3;"2024-04-12";797;2;1;3;3;5;10
